476. You are expected to adapt to changes in social ( ).	norms	［名］ 規範 標準
477. The local restaurant has a formal dress ( ).	code	［名］ 規範 暗号、法典
478. Drinking water must be clean and free from harmful ( ).	substances	［名］ 物質 実態、趣旨
479. The student searched ( ) information sources for his project.	multiple	［形］ 多様な 種々雑多な
480. Kyoto is an old capital city with ( ) temples and shrines.	numerous	［形］ 非常に数の多い
481. The temperature varies only within a ( ) range in a cave.	narrow	［形］ 狭い 細い、限られた
482. My mother had trouble washing out a ( ) stain on my T-shirt.	widespread	［形］ 広範囲にわたる 広く普及した
483. My new house doesn't have the ( ) space to place all my furniture.	sufficient	［形］ 十分な
484. We should take ( ) measures to prevent accidents on highways.	proper	［形］ 適切な 正式の、主要な、固有の
485. Translators apply their general and ( ) knowledge.	linguistic	［形］ 言語の、言語学の
486. My ( ) medical checkup is coming up soon.	annual	［形］ 年１回の、例年の １年間の
487. If you prefer ( ) art, you should visit Tate Modern.	contemporary	［形］ 現代の 同時代の、同年輩の
488. ( ) to his expectations, the exam was very hard.	Contrary	［形］ 反対の
489. Australia has taken ( ) measures against illegal imports.	strict	［形］ 厳しい 厳格な
490. The U.S. Supreme Court often makes decisions concerning ( ) rights.	civil	［形］ 市民の 民間の、民事の
491. The teacher told his students some ( ) facts about world history.	odd	［形］ 奇妙な 奇数の
492. The cause of the accident is still ( ).	unknown	［形］ 不明の 知られていない、無名の
493. It is not easy to determine which kinds of art are ( ) to others.	superior	［形］ よりすぐれた
494. My teeth are extremely ( ) to cold things.	sensitive	［形］ 敏感な 神経質な、微妙な
495. It is said that American football is a ( ) sport.	violent	［形］ 激しい 暴力的な
496. ( ) reality goggles make you unaware of your actual surroundings.	Virtual	［形］ 仮想の 事実上の
497. The opportunity to work in all careers should be equal ( ) of gender.	regardless	［形］ かまわない、無頓着な
498. He gave us an ( ) answer on the matter.	immediate	［形］ 即座の 当面の、すぐそばの、直接の
499. It is ( ) that you are very careful when checking documents.	crucial	［形］ 重要な
500. I'll be ( ) late for your birthday party on Friday.	somewhat	［副］ いくぶん、多少
501. We often ( ) dreams as a reflection of our true thoughts.	interpret	［動］ ～を解釈する 通訳する
502. She ( ) an English essay into French with ease.	translated	［動］ ～を翻訳する ～を変える
503. In a quiet library I can ( ) on studying.	concentrate	［動］ 集中する
504. The flight attendant ( ) all the passengers to remain seated.	requested	［動］ ～に頼む ～を要請する
505. Employees ( ) the company president for poor management.	criticized	［動］ ～を批判する ～を批評する
506. He managed to ( ) his money problems.	overcome	［動］ ～を克服する
507. After graduation, he ( ) a position in a large company.	obtained	［動］ ～を得る
508. Please ( ) us of any change in your plan.	inform	［動］ ～に知らせる ～に情報を提供する
509. Please ( ) that your safety belts are fastened.	ensure	［動］ ～を確実にする ～を守る
510. The government ( ) a new policy on agriculture.	announced	［動］ ～を発表する、知らせる ～を告げる
511. A fingerprint scanner can be used to ( ) employees access to certain areas.	grant	［動］ （許可・権利などを）与える ～を認める
512. When water in the ocean ( ), layers of ice may form.	freezes	［動］ 凍る 凍らせる、～を凍結する
513. Many voters ( ) the current law.	opposed	［動］ ～に反対する ～を対抗させる
514. Humans ( ) from other animals mostly due to their large brains.	differ	［動］ 異なる
515. My sister ( ) to practice the piano every day.	hates	［動］ ～をひどく嫌う ～を残念に思う
516. Ecologists are ( ) the need to protect the environment.	emphasizing	［動］ ～を強調する ～を重視する
517. The research center now ( ) more than 100 scientists.	employs	［動］ ～を雇う ～を使う
518. Her colleagues ( ) her success to her skill at blocking computer hackers.	credit	［動］ （功績などを）～に帰する ～を信じる
519. Solar panels ( ) the sun's energy into electricity.	transform	［動］ ～を変える 変わる
520. The city plans to ( ) new public transportation facilities.	construct	［動］ ～を建設する ～を構成する
521. Social problems may ( ) from cultural differences.	arise	［動］ 生じる
522. Tim hopes to ( )last year's champion in the next game.	beat	［動］ ～を打ち負かす 打つ、たたく
523. The lawyer ( ) having been unable to help his client.	regrets	［動］ ～を後悔する
524. An increase in foreigners may ( ) a country's traditional identity.	alter	［動］ ～を変える 変わる
525. The new T-shirt ( ) sweat and dries fast.	absorbs	［動］ ～を吸収する ～を併合する、～を夢中にさせる
526. They were ( ) with the poor service of the restaurant.	disappointed	［動］ ～を失望させる 希望などをくじく
527. Advanced medical techniques may ( ) certain types of cancer.	cure	［動］ ～を治す ～を取り除く、治る
528. Ships are used to ( ) most of the world's commercial goods.	transport	［動］ ～を輸送する ～を運ぶ
529. The ambulance ( ) to the scene of the accident to help the man.	rushed	［動］ 急いで行く 性急に行動する、～を急き立てる
530. He ( ) his jacket on the back of his chair.	hung	［動］ ～を掛ける ～を絞首刑にする、垂れる
531. We often ( ) a politician for having made a careless remark.	blame	［動］ ～を責める ～の責任を負わせる
532. Today, many restaurants ( ) smoking inside.	ban	［動］ ～を法的に禁止する ～を締め出す
533. Picasso's paintings have long ( ) people in the world.	fascinated	［動］ ～を魅了する
534. John used Chinese medicine to ( ) from his injuries.	recover	［動］ 回復する ～を取り戻す
535. My parents ( ) their 25th wedding anniversary in December.	celebrated	［動］ ～を祝う ～を挙行する
536. The electronics company ( ) large quantities of smartphones.	manufactures	［動］ ～を製造する ～をでっちあげる
537. Ecologists study how organisms ( ) with their environment.	interact	［動］ 影響しあう 相互に作用する
538. She ( ) a surprise party for her daughter.	arranged	［動］ ～の段取りをつける ～を手配する、～を配置する
539. The chef ( ) the seasoning just before serving the soup.	adjusted	［動］ ～を調整する ～を適合させる、順応する
540. The postal worker ( ) my identity before handing me the express letter.	confirmed	［動］ ～を確認する ～を裏付ける
541. The research gave him new ( ) into human behavior.	insights	［名］ 見識、理解 洞察力
542. We can use the Internet anywhere thanks to technological ( ).	innovations	［名］ 革新 新機軸
543. The public library was closed on account of ( ) cuts.	budget	［名］ 予算 経費
544. On weekends, the City Museum reduces the entrance ( ) for children.	fee	［名］ 料金 謝礼
545. The manager aims to cut down personnel ( ).	expenses	［名］ 経費 費用、犠牲
546. I am 500,000 yen in ( ) to my parents.	debt	［名］ 借金、負債 恩義
547. He spent ten years paying back the bank ( ).	loan	［名］ 貸付金、融資 貸すこと
548. He was blamed for not doing his ( ) as a parent.	duty	［名］ 義務 職務、関税
549. When she heard a strange sound, she looked around in ( ).	alarm	［名］ 不安、おそれ 警報装置
550. You need to know what to do in an ( ).	emergency	［名］ 緊急
551. Majority rule is the basic principle of ( ).	democracy	［名］ 民主主義、民主政治 民主国家
552. The Prime ( )'s explanations were sometimes inconsistent.	Minister	［名］ 大臣 聖職者
553. You should get along with your ( ) at work.	fellows	［名］ 仲間、同僚 同級生、男
554. Today she interviewed four ( ) for the new position.	candidates	［名］ 候補 志願者
555. Giant ( ) control the worldwide industry of computer services.	corporations	［名］ 企業 法人
556. Most foreigners have a positive ( ) of Japan.	stereotype	［名］ 固定観念 決まり文句
557. The GPS can plan the best ( ) for the driver.	route	［名］ 道 路線、ルート、手段
558. Normal human emotions like temporary sadness are sometimes treated as mental ( ).	disorders	［名］ 障害、不調 混乱
559. Experts say that aerobic exercise reduces stress and ( ).	depression	［名］ 憂鬱 うつ病、不況、低気圧
560. Several international treaties ban the use of biological and chemical ( ).	weapons	［名］ 兵器、武器
561. Labor shortages were the main driving force of ( ) from other countries.	immigration	［名］ 移民、移住 入国管理
562. They finally overcame the language ( ) against each other.	barrier	［名］ 障壁 防壁
563. Poor children tend to suffer educational and social ( ).	disadvantages	［名］ 不利 障害、損失
564. Today, I am in the ( ) for an Italian meal.	mood	［名］ 気分 機嫌、雰囲気
565. Exercise may improve your body's range of ( ).	motion	［名］ 動き、動作 運動、動議
566. You need an occasional break from your daily ( ).	routine	［名］ 決まりきった仕事 いつもの手順
567. Teachers often deal with the ( ) problems of their students.	discipline	［名］ 規律、しつけ 訓練、懲戒、学問分野
568. It is a total ( ) that men are better drivers than women.	myth	［名］ つくり話 神話
569. The scientist developed a logical ( ) for his next experiment.	hypothesis	［名］ 仮説 憶測
570. The ( ) at the hospital has special knowledge of food allergies.	physician	［名］ 医師 内科医
571. She had a business meeting with an important ( ).	client	［名］ 顧客 依頼人
572. In former British ( ) such as Australia, they drive on the left.	colonies	［名］ 植民地 集団居住地
573. ( ) show that school uniforms have positive effects on students' behavior.	Statistics	［名］ 統計 統計学
574. Dr. Willett recommends eating whole ( ) for breakfast.	grains	［名］ 穀物 粒、きめ
575. He wanted to know the calories and the ( ) of the dish.	ingredients	［名］ 材料、成分 要因
576. The painting of Christ in the museum is a national ( ).	treasure	［名］ 宝物、財宝 財産
577. He has made a three-year ( ) with a professional soccer team.	contract	［名］ 契約 協定
578. The local government in our city is concerned with child ( ).	welfare	［名］ 福祉、幸福
579. Staring at your computer monitor is the ( ) cause of dry eye.	prime	［形］ 主要な、もっとも重要な 最適な、極上の
580. Students should be ( ) about the world around them.	curious	［形］ 好奇心の強い 奇妙な
581. The IT industry has achieved ( ) growth over the past decade.	dramatic	［形］ 劇的な 演劇の
582. The four ( ) seasons in Japan attract many foreign tourists.	distinct	［形］ 明らかに異なる 明瞭な
583. Young people are often ( ) about their future.	anxious	［形］ 心配して 切望して
584. A long-term defense strategy is ( ) to national security.	vital	［形］ 必要不可欠な 活気のある、生命にかかわる
585. This product is far superior to ( ) models.	conventional	［形］ 従来の 月並みな
586. Human language allows us to talk about ( ) concepts.	abstract	［形］ 抽象的な
587. The mechanic found that there were ( ) problems with the car.	minor	［形］ 重要でない 小さい
588. He has ( ) knowledge in the area of organic chemistry.	extraordinary	［形］ 並外れた 異常な、驚くべき
589. Fair-trade helps workers in coffee farms live more ( ) lives.	stable	［形］ 安定した
590. Many IT companies are adopting ( ) working hours.	flexible	［形］ 融通のきく、柔軟な
591. I have tried to keep my explanation ( ).	brief	［形］ 簡潔な 短い
592. She has an ( ) attitude to her junior colleagues.	aggressive	［形］ 攻撃的な 意欲的な
593. The shampoo had a clearly ( ) effect on her hair.	visible	［形］ 目に見える 明白な
594. There was an ( ) delay in the arrival of my train.	unexpected	［形］ 思いがけない、不意の
595. Britain is a society with a rich ( ) diversity.	ethnic	［形］ 民族の、人種の 民族特有の
596. Giving a tip at a restaurant is a habit ( ) to most Japanese people.	alien	［形］ 異質の 外国の、宇宙人の
597. ( ) treatment is crucial for those with breast cancer.	Initial	［形］ 初めの
598. She tried to make an ( ) copy of the Mona Lisa.	exact	［形］ 正確な まさにその
599. The ( ) height of the tower is 634 meters.	precise	［形］ 正確な 精密な、まさにその
600. The ( ) group in the experiment showed better results than the other group.	latter	［形］ 後者の、後半の
601. She is ( ) to managing her company.	committed	[動] 献身する 罪などを犯す、～を投入する
602. A good foreign policy( ) the economy.	stimulates	[動] ～を刺激する
603. Some say that traveling abroad will ( ) your job opportunities.	enhance	[動] 価値などを高める、増す
604. I hope to ( ) my own interests at a university.	pursue	[動] ～を追求する ～に従事する
605. Life is decided by how you ( ) to what happens to you.	react	[動] 反応する 化学反応を起こす
606. Most of the audience ( ) with the speaker's opinions.	disagreed	[動] 不賛成である 意見が食い違う
607. She ( ) at the unexpected visitor for a while.	stared	[動] じっと見る ～を見つめる
608. Some of the population is likely to ( ) the polluted city.	abandon	[動] ～を捨てる ～を放棄する、断念する
609. He had to ( ) the job due to his poor health.	quit	[動] ～をやめる ～を去る
610. His approach seems to ( ) the essential characteristics of visual art.	capture	[動] ～をとらえる ～をとりこにする
611. The gallery will ( ) one item of its collection to a Tokyo art museum.	transfer	[動] ～を移す ～を伝える、移る、乗り換える
612. The high humidity in this country sometimes ( ) foreign visitors.	bothers	[動] ～を悩ます 気に掛ける
613. I managed to ( ) her to accept our offer.	persuade	[動] ～を説得する ～に確信させる
614. I need to ( ) an apartment in Osaka.	rent	[動] ～を賃借りする ～を賃貸しする
615. It can be difficult to ( ) wild animals in a zoo.	breed	[動] ～を繁殖させる、育てる 繁殖する
616. He ( ) some of his money in high-tech stocks.	invested	[動] 投資する ～に与える
617. She ( ) a flight for New York three months ahead of time.	reserved	[動] ～を予約する ～をとっておく、保留する
618. The history of Western theater can be ( ) back to ancient Greece.	traced	[動] 足跡・起源などをたどる ～を捜しだす
619. The professor ( ) his theory with diagrams.	illustrated	[動] ～を説明する ～に挿絵を入れる
620. The doctor ( ) Ella to avoid eating dairy products.	advised	[動] ～に忠告（助言）する 助言する
621. It is said that smiles ( ) many different emotions.	convey	[動] ～を伝える ～を運ぶ、運搬する
622. To apply for a passport, he ( ) his photo to the form.	attached	[動] ～を取り付ける 付与する
623. She stood up and ( ) her arms forward.	stretched	[動] ～を伸ばす ～を広げる、伸びる、及ぶ
624. Her strange behavior at the party ( ) us.	puzzled	[動] ～を当惑させる
625. Humans should never ( ) the balance of the natural world.	disturb	[動] ～をかき乱す ～を妨害する、～を動揺させる
626. He drove off the road and ( ) into a tree.	crashed	[動] 衝突する、墜落する ～をぶつけて壊す
627. I have no idea how to ( ) with this problem.	cope	[動] うまく処理する
628. The guard didn't ( ) us to enter the building.	permit	[動] ～を許可する
629. I was ( ) by the beautiful view from the top of the mountain.	impressed	[動] ～を感動させる ～に印象を与える
630. I ( ) that she told a lie.	suspect	[動] ではないかと思う ～を疑う
631. Don't ( ) yourself over such a tiny mistake.	upset	[動] ～を動揺させる ～をだめにする
632. The little girl was ( ) by the big dog.	frightened	[動] ～を怖がらせる
633. Japan ( ) most of its energy resources from other countries.	imports	[動] ～を輸入する ～を取り込む
634. Japan mainly ( ) cars and electronic components to the world.	exports	[動] ～を輸出する
635. Many scientists have ( ) various types of strange phenomena.	investigated	[動] ～を調査する ～を究明する、調査する
636. People may be ( ) by cameras set all around the city.	monitored	[動] ～を監視する ～を傍受する
637. I have ( ) the remaining amount of my car loan.	calculated	[動] ～を計算する ～を予測する
638. We must figure out measures to ( ) crime from society.	eliminate	[動] ～を取り除く
639. This medicine is used to ( ) stomach pain.	ease	[動] ～を軽減する 和らぐ、緩む
640. We have sufficient financial resources to ( ) a new business.	launch	[動] ～を開始する ～を売り出す、～を発射する
641. Identical twins have the same gene ( ).	sequence	[名] 連続 一連のもの
642. Music ( ) has been used for nearly 2,000 years.	therapy	[名] 療法 心理療法
643. The ( ) of cholera are similar to those of Ebola fever.	symptoms	[名] 症状 兆候
644. Many strange ( ) have happened to me recently.	incidents	[名] 出来事、事件 紛争
645. The police are searching for the ( ) to the accident.	witnesses	[名] 目撃者 証人、証拠、証言
646. The government spent a large ( ) of money on energy projects last year.	sum	[名] 金額 合計、要点
647. The government should lighten the tax ( ) on low-income earners.	burden	[名] 負担 重い義務、罪に
648. You need to use an appropriate ( ) of voice when you speak.	tone	[名] 口調 音色、雰囲気、色調
649. She considered it an ( ) to give a speech at the wedding.	honor	[名] 光栄 名誉、敬意
650. He won a major ( ) for his painting.	award	[名] 賞 授与
651. The newspaper gives ( ) to providing accurate information.	priority	[名] 優先
652. The speaker explained his main point using clear ( ).	logic	[名] 論理 道理、論理学
653. People riding trains usually try to keep the noise level to a ( ).	minimum	[名] 最少限度
654. There is no ( ) to his regular life.	exception	[名] 例外
655. Research in physics may give us ( )to understanding the universe.	clues	[名] 手がかり ヒント
656. The ( ) between the two sisters is very strong.	bond	[名] 絆 債券、束縛、接着剤
657. She might have been infected with the influenza ( ).	virus	[名] ウイルス 病原体
658. One's eyesight might be improved with laser ( ).	surgery	[名] 外科手術 外科、外科医学
659. Foreign workers in Japan easily get access to Japanese health ( ).	insurance	[名] 保険 保険料、保険金
660. He put his most recent photo in a ( ).	frame	[名] 枠、額縁、縁 骨組み、体格
661. People took ( ) from sudden hard rain in a roofed structure.	shelter	[名] 避難、保護
662. Singapore has increased the size of its ( ) by 20 percent using sand.	territory	[名] 領土 領域、テリトリー
663. Social media has broken down the ( ) between the public and private.	boundary	[名] 境界 限界
664. We have destroyed the natural ( ) of animals for human development.	habitat	[名] 生息地 居住地
665. Thirty percent of driving in business ( ) is spent looking for parking.	districts	[名] 地区 行政区
666. We should spend more time and money on nature ( ).	conservation	[名] 保護 保存
667. We expect to have a good ( ) of crops this year.	harvest	[名] 収穫 収穫期、漁獲高
668. Small animals need to protect themselves from large ( ) like tigers.	predators	[名] 捕食動物 略奪者
669. Don't fall into the ( ) of buying something just because it is on sale.	trap	[名] わな 苦境
670. I know some ( ) for studying effectively before the test.	tricks	[名] こつ 策略、いたずら、芸当
671. It is my ( ) that we are late for the concert.	fault	[名] 責任 欠点、誤り
672. Customers with store membership can buy books at a 20 percent ( ).	discount	[名] 割引
673. She suspects gender ( ) in the company's salaries for women.	bias	[名] 偏見 傾向
674. Laughter promotes ( ) and positive communication with one another.	cooperation	[名] 協力、共同
675. Edison obtained his first ( ) for his invention in his early twenties.	patent	[名] 特許 特許品
676. The ( ) between two characters in the play was very funny.	dialogue	[名] 対話、会話 意見の交換
677. Carbon is an essential ( ) of all living cells.	component	[名] 構成要素 部品
678. British food has a ( ) for not being tasty.	reputation	[名] 評判 名声
679. To receive ( ) messages clearly, you need good listening skills.	verbal	[形] 言葉の 口頭での、動詞の
680. Some Japanese firms are making English their ( ) office language.	internal	[形] 内部の 国内の、内面的な
681. At present, we have no ( ) evidence of life on other planets.	solid	[形] しっかりした 硬い、固体の
682. My hometown lies ( ) from cities.	remote	[形] 遠く離れた かけ離れた
683. Computer programming is his ( ) source of income.	principal	[形] 主要な 資本金の
684. There is a huge demand for ( ) translation software.	sophisticated	[形] 高性能の、精巧な 洗練された
685. The price of this painting is ( ) to his month's salary.	equivalent	[形] 等しい、相当する
686. In decision-making, we should use the ( ) part of the mind.	rational	[形] 理性的な 合理的な
687. The police are collecting ( ) information for solving the case.	relevant	[形] 関係がある 適切な
688. A car is an ( ) necessity for people living in the countryside.	absolute	[形] 絶対的な
689. Human brains seem to be changing due to ( ) use of the Internet.	frequent	[形] 頻繁な
690. The accident caused ( ) damage to the man's back.	permanent	[形] 永続的な
691. Fear is such an ( ) emotion that you can feel your heart pumping fast.	intense	[形] 強烈な 熱烈な
692. He started doing volunteer activities to make his life more ( ).	meaningful	[形] 意味のある
693. He believes that no one would willingly commit an ( ) act.	evil	[形] 邪悪な 有害な
694. Every year an increasing number of animals are becoming ( ).	extinct	[形] 絶滅した 廃止された
695. The research team collects their samples using ( ) selection.	random	[形] 無作為の 手当たり次第の
696. She has never eaten ( ) fish.	raw	[形] 生の 未加工の
697. To talk without making any eye contact is a ( ) behavior.	rude	[形] 無礼な 粗野な
698. He is a ( ) child, so he said some silly things.	mere	[形] 単なる、ほんの
699. She was born and brought up in a ( ) country.	tropical	[形] 熱帯の
700. When you read, your eyes move back and ( ) across a sentence.	forth	[副] 前へ、先へ それ以降
701. He ( ) the ability to distinguish good wine from bad wine.	possesses	[動] ～を所有している ～の心をとらえる
702. In Italy and Spain, immigration issues have begun to ( ) politics.	dominate	[動] ～を支配する 優勢である
703. The book's popularity ( ) the success of the film version.	guaranteed	[動] ～を保証する
704. Metal ( ) at a certain temperature.	melts	[動] 溶ける なごむ、～を溶かす
705. We need not be ( ) about what we don't know.	embarrassed	[動] ～に恥ずかしい思いをさせる
706. Low interest rates ( ) people from putting money in a bank.	discourage	[動] ～にやる気をなくさせる ～を落胆させる
707. A smoke alarm is used to ( ) a fire.	detect	[動] ～を感知する ～を見つけ出す、～に気付く
708. She has ( ) a lot of her time to the team's project.	devoted	[動] ～をささげる
709. The doctor ( ) the patient to stop eating sweets.	urged	[動] ～に促す ～を強く主張する、～を駆り立てる
710. He was kind enough to ( ) me some money.	lend	[動] ～を貸す （助言・援助など）を与える
711. The Netherlands ( ) the use of drugs on farm animals.	restricted	[動] ～を制限する
712. The country has ( ) itself from the rest of the world.	isolated	[動] ～を孤立させる
713. The secretary always ( ) the president on business trips.	accompanies	[動] ～に同行する ～に付随する
714. She was ( ) from walking all day.	exhausted	[動] ～を疲れ果てさせる ～を使い尽くす、排気する
715. Linda ( ) me by telling me her frequent complaints.	annoys	[動] ～を悩ます （受身形で）腹が立つ
716. Water pollution can ( ) people's health.	endanger	[動] ～を危険にさらす
717. Stephen found it difficult to ( ) his mistakes.	acknowledge	[動] 事実などを認める ～に謝意を表す
718. I ( ) the poet for his unique description of human existence.	admire	[動] ～に敬服・感心する
719. Teachers should ( ) a student's ability from multiple aspects.	evaluate	[動] ～を評価する ～を査定する
720. The corporation ( ) that they will enter the space industry.	declared	[動] ～を宣言する ～を申告する
721. The government has ( ) a new source of water for its people.	secured	[動] ～を確保する ～を守る
722. His company ( ) in the importing of medical equipment.	specializes	[動] 専門とする ～を専攻する
723. He ( ) his success in business to good luck.	attributed	[動] （結果など）を～に帰する
724. She closed her eyes and ( ) to be asleep.	pretended	[動] ふりをする
725. The students ( ) time capsules in a corner of the school grounds.	buried	[動] ～を埋める ～を埋葬する、～を隠す
726. He got angry and ( ) his attitude completely.	reversed	[動] ～を逆転させる ～を反対にする
727. Some countries are ( ) the current trend toward free trade.	resisting	[動] ～に抵抗する ～を我慢する
728. The nightmares that she has been having lately ( ) her.	scared	[動] ～をおびえさせる ～を脅す
729. Children ( ) the actions of others.	imitate	[動] ～をまねる ～を模造する
730. There are many government programs for ( ) the elderly.	assisting	[動] 援助する ～を手伝う
731. She ( ) her mother in appearance.	resembles	[動] ～に似ている
732. He ( ) from his company at the age of 70.	retired	[動] 引退する、退職する 退く
733. When we are busy, we tend to ( ) our health.	neglect	[動] ～をおろそかにする、怠る ～を無視する
734. If selfishness were seen everywhere, public order would ( ).	collapse	[動] 崩壊する 倒れる、～を折りたたむ
735. Japan ( ) its educational system after World War II.	reformed	[動] ～を改革する ～を改心させる
736. He ( ) against the board's decision to close the Osaka office.	protested	[動] 抗議する ～を主張する
737. I know I ( ) you $30 in total.	owe	[動] ～に借りがある ～のおかげである
738. The brain, heart and lungs are the vital organs for ( ) human life.	sustaining	[動] ～を持続させる ～を支える
739. University professors often ( ) their students group work activities.	assign	[動] ～を割り当てる ～を配属する
740. The robot ( ) the task without any help from humans.	accomplished	[動] ～を成し遂げる
741. In America, the owl is the symbol of ( ).	wisdom	[名] 知恵 賢明さ、学識
742. ( ) rates vary considerably from country to country.	Literacy	[名] 読み書きの能力 特定分野の知識
743. Mt. Fuji was registered as a World ( ) in 2013.	Heritage	[名] 遺産
744. The research team carried out the ( ) to discover new plants in the jungle.	mission	[名] 使命 使節団、布教
745. He had his driver's ( ) taken away for speeding.	license	[名] 免許 許可
746. The American economy seems to be dominated by the business ( ).	elite	[名] エリート
747. She made the dessert by adding ( ) of cake and cream.	layers	[名] 層
748. The automobile industry is developing a new electric ( ).	motor	[名] モーター 原動力
749. He keeps his muscular body by eating food high in ( ).	protein	[名] タンパク質
750. She decided to make her hobby into her ( ).	profession	[名] 職業 専門職、同業者仲間
751. He is famous as a magazine ( ).	editor	[名] 編集者 編集長
752. The travel ( ) asked whether I wanted to go by air or by sea.	agent	[名] 仲介者、代理人 薬剤
753. The news traveled around the ( ) quickly.	globe	[名] 地球、世界 球
754. The non-profit shelter provides a safe ( ) for people in need.	haven	[名] 避難所、保護区 港
755. Our seats are the third and fourth from the right in the fifth ( ).	row	[名] 列 通り
756. They made a great ( ) when they came to America.	sacrifice	[名] 犠牲 いけにえ
757. The major ( ) of transportation in California are roads and highways.	means	[名] 手段 資力、収入
758. He explained how useful the workshop ( ) were.	sessions	[名] 集まり 会期、議会
759. He joined the major ( ) at the age of 22.	league	[名] 連盟 同盟
760. She is going to take part in the coming speech ( ).	contest	[名] コンテスト、協議 争い
761. He learned how to work as a security ( ).	guard	[名] 警備員 警察隊、監視、警戒
762. She came up against a strong ( ) in the final match.	opponent	[名] 相手 反対者
763. A quick ( ) at the map showed that we were on the right road.	glance	[名] ちらっと見ること
764. He got a ( ) from his wife.	divorce	[名] 離婚 分離
765. The stimulus from the body travels through the nervous ( ) to the brain.	tissue	[名] 生物の組織 ティッシュペーパー
766. Ice turns into ( ) when it melts.	liquid	[名] 液体
767. She was born into a time and place with terrible social ( ).	inequality	[名] 不平等 不公平な事柄
768. Ignorance is one of the main reasons for ( ) against foreigners.	prejudice	[名] 偏見
769. The politician fought for ( ) for his country.	justice	[名] 公正、正義 司法
770. Users of this Internet service must follow certain ( ).	guidelines	[名] 指針、ガイドライン 指導基準
771. ( ) on social media are useful tools for making friends.	Platforms	[名] プラットフォーム 演壇、舞台
772. The high-tech ( ) leads the national economy.	sector	[名] 部門、セクター 地域
773. Many people in the U.S. enjoy more than forty TV ( ).	channels	[名] チャンネル 伝達経路、海峡
774. The ( ) near Greenland have been melting rapidly.	glaciers	[名] 氷河
775. In several ways, ( ) are at the top of the mammal class.	primates	[名] 霊長目の動物
776. The ( ) of English grammar is changing with the times.	usage	[名] 使用法 語法、習慣
777. He succeeded in making a ( ) by investing in oil production.	fortune	[名] 財産 幸運、運命
778. Many consumers believe that there is a close ( ) between price and quality.	correlation	[名] 相互関係、相関関係
779. I envy him for his ( ) gift.	artistic	[形] 芸術的な
780. The professor published essays of ( ) criticism of modern novels.	literary	[形] 文学の
781. Emily owns a large collection of ( ) films and novels.	classic	[形] 第一級の 典型的な、定番の
782. Everyone knows that he is a ( ) thinker.	liberal	[形] 自由主義の 寛大な、一般教養の
783. You need to provide ( ) examples to support your opinion.	concrete	[形] 具体的な 有形の
784. I felt a ( ) pain in my right ankle.	slight	[形] わずかな とるに足らない
785. The ( ) government provides aid to other countries in need.	federal	[形] 連邦の
786. Some places in the world have a ( ) way of life.	primitive	[形] 原始的な 未開の
787. He was ( ) with the technical vocabulary used by the professor.	unfamiliar	[形] 不慣れな 知られていない
788. The mother detected a ( ) change in her daughter's attitude.	subtle	[形] 微妙な 希薄な
789. The ( ) truth is that the Great Barrier Reef is in danger.	plain	[形] 明らかな 平易な、飾り気のない、率直な
790. The sea areas surrounding the island are full of ( ) life.	marine	[形] 海の 船舶の
791. You should not refuse the invitation for no ( ) reason.	apparent	[形] 明白な 一見～らしい
792. He seems to be ( ) to go out and try new things.	reluctant	[形] 気が進まない、嫌がる
793. Eating salty food may cause a ( ) increase in blood pressure.	temporary	[形] 一時的な
794. Rebecca felt ( ) about lying to her friend.	guilty	[形] 罪悪感のある 有罪の
795. Each member of the ( ) family has official duties to do.	royal	[形] 王の
796. He gave her a ( ) gold necklace for her birthday.	pure	[形] 純粋な 潔白の、まったくの
797. It is ( ) that he refused the bank's financial support.	incredible	[形] 信じられない すばらしい
798. Many visitors to New York are ( ) to go to Broadway musicals.	eager	[形] 熱望して 熱心な
799. The school has an ( ) number of teachers for the students.	adequate	[形] 十分な 適切な
800. The opening ceremony of the Olympics will be broadcast ( ) satellite.	via	[前] ～経由で ～の媒介で
801. Most high schools use testing to ( ) their students' achievements.	assess	[動] ～を評価する ～を査定する
802. Jane's parents ( ) of her studying abroad.	approved	[動] 賛成する ～を承認する
803. My friend ( ) that she was amazed by the fireworks.	remarked	[動] ～と述べる 意見を述べる
804. Heat waves ( ) a great health risk to elderly people.	pose	[動] （危険を）引き起こす （問題などを）提起する、ポーズをとる、～を装う
805. The manager's brave decision ( ) unexpected results.	yielded	[動] ～をもたらす ～に譲る、～に屈す
806. Japanese honeybees ( ) a unique defensive behavior.	exhibit	[動] ～を示す、見せる ～を展示する
807. Many charities ( ) food to victims in disaster areas.	distribute	[動] ～を分配する （受動で）分布する
808. The opera conductor ( ) the chorus to sing more in harmony.	commanded	[動] ～を命じる ～を指揮する、景色を見渡せる
809. New employees tend to ( ) the lowest positions in the office.	occupy	[動] （時間・空間）を占める ～を占領する
810. He ( ) into a convenience store to buy a cup of coffee.	popped	[動] ひょいと動く 不意に現れる、ポンとはじける
811. She ( ) up the plates and put them on the shelf.	piled	[動] ～を積み重ねる 積み重なる
812. He always ( ) his neighbors in a friendly way.	greets	[動] ～を挨拶する ～を迎える
813. You should ( ) to him for what you have done.	apologize	[動] 謝る 弁明する
814. She was ( ) by people's selfish behavior on the crowded train.	frustrated	[動] ～をいらだたせる ～を挫折させる
